Allied_Nations,Diplomatic_Meetings_Set,Percent_Of_Forces_Mobilized,Hostile_Nations,Active_Threats,Inactive_Threats,Citizen_Fear_Index,Closest_Threat_Distance(km),Aircraft_Carriers_Responding,Troops_Mobilized(thousands),DEFCON_Level,ID
7,0,0.27,2,23,51,0.483847283406751,360.4,1,836000,b,5813
6,0,0.16,1,15,25,0.135095447870776,352.98,1,1100000,d,6273
8,0,0.36,2,6,11,0.200440528634356,347.68,1,1135200,d,681
7,1,0.2,2,12,47,0.444199706314248,360.4,1,888800,c,7086
8,0,0.63,3,10,22,0.389867841409682,322.24,1,994400,d,11896
9,0,0.36,3,13,36,0.464757709251094,356.16,1,1038400,d,8454
8,1,0.19,2,17,54,0.508810572687221,329.66,1,809600,b,10464
8,0,0.45,2,6,15,0.439060205580025,349.8,1,827200,b,4009
7,0,0.33,3,18,42,0.256240822320112,355.1,1,1135200,c,8411
8,1,0.08,2,5,13,0.534508076358291,357.22,1,906400,b,10049
5,0,0.01,1,28,60,0.184287812041103,425.06,1,1012000,d,10419
7,1,0.08,4,10,29,0.418502202643171,362.52,0,941600,b,3540
11,1,0.43,2,6,13,0.626284875183555,324.36,1,739200,b,6272
9,0,0.31,2,24,86,0.501468428781202,304.22,1,862400,a,963
9,0,0.4,2,12,28,0.378854625550652,351.92,1,1100000,d,707
8,1,0.61,2,12,96,0.428046989720995,331.78,1,1091200,d,10693
9,0,0.45,2,19,52,0.473568281938328,360.4,1,959200,d,3770
11,0,0.48,2,6,21,0.729074889867841,336.02,1,739200,c,10642
9,0,0.24,2,4,14,0.640969162995595,345.56,1,985600,a,6017
6,1,0,2,16,42,0.315712187958885,377.36,1,1117600,c,3418
8,1,0.04,2,8,19,0.538179148311301,358.28,1,844800,c,10329
7,0,0.02,2,15,30,0.375183553597643,360.4,1,915200,b,1023
7,1,0,1,7,16,0.259177679882523,358.28,0,1003200,d,2358
8,0,0.42,2,23,50,0.450073421439055,358.28,1,1003200,c,4570
8,0,0.34,2,26,85,0.369309838472828,355.1,1,959200,d,7735
8,0,0.4,6,3,9,0.503671071952998,350.86,1,1020800,a,1760
8,0,0.42,2,9,26,0.494126284875182,350.86,1,932800,c,5279
6,1,0.02,2,5,13,0.347283406754769,383.72,1,862400,c,11131
11,0,0.74,5,5,18,0.714390602055801,333.9,1,985600,b,11888
8,1,0.2,3,16,86,0.683553597650508,358.28,1,844800,b,1177
8,1,0.2,2,36,85,0.361233480176202,333.9,1,880000,b,6565
7,1,0.03,2,17,35,0.408957415565339,355.1,1,827200,c,7908
9,0,0.45,2,6,10,0.254772393538906,346.62,1,1082400,c,7015
7,1,0.02,4,11,18,0.379588839941259,354.04,1,946000,d,12047
10,1,0.26,2,6,62,0.729074889867841,342.38,1,968000,a,1344
7,0,0.19,3,10,18,0.472099853157122,343.44,1,827200,b,2127
9,1,0.24,3,13,86,0.611600587371507,351.92,1,836000,b,11993
10,0,0.38,2,34,66,0.605726872246701,334.96,1,827200,b,8758
9,0,0.27,2,14,32,0.571953010279005,339.2,1,818400,c,5327
7,1,0.1,2,12,64,0.409691629955946,347.68,1,862400,c,9639
7,1,0,2,11,24,0.604258443465487,390.08,1,827200,b,9229
6,1,0,2,40,38,0.396475770925111,372.06,1,959200,b,467
7,1,0,3,21,31,0.497797356828192,382.66,1,897600,a,1373
6,0,0.33,2,16,49,0.269456681350946,378.42,1,1082400,c,4968
7,1,0.06,2,8,23,0.567547723935388,363.58,1,827200,b,1086
7,0,0.33,2,18,49,0.437591776798819,361.46,1,809600,b,10505
8,0,0.68,2,8,18,0.406020558002936,321.18,1,827200,b,12459
8,0,0.32,2,7,44,0.528634361233485,356.16,1,836000,c,108
11,1,0.67,2,7,31,0.538179148311301,332.84,1,880000,c,1125
8,1,0.13,2,17,36,0.470631424375908,340.26,1,836000,b,5678
8,0,0.26,2,10,88,0.582966226138035,343.44,1,836000,b,10531
8,0,0.41,2,7,13,0.381057268722465,345.56,1,1012000,b,6184
7,0,0.24,2,4,18,0.441262848751829,358.28,1,809600,b,11473
11,0,0.48,2,6,10,0.424375917767985,330.72,1,897600,d,9090
9,1,0.05,2,19,35,0.552863436123348,332.84,1,844800,b,8563
8,0,0.4,2,11,24,0.538179148311301,340.26,1,836000,c,2193
6,0,0.43,6,18,42,0.414831130690161,364.64,1,871200,c,12209
7,1,0.08,2,42,53,0.420704845814975,361.46,1,880000,b,7984
8,0,0.52,2,9,23,0.538179148311301,358.28,1,906400,c,11023
8,1,0.03,2,14,56,0.541850220264311,354.04,1,818400,b,12208
7,0,0.29,2,19,42,0.589574155653448,376.3,1,862400,b,11363
9,1,0.29,3,16,72,0.566813509544781,349.8,1,836000,b,8844
10,1,0.45,2,11,32,0.662995594713654,351.92,1,862400,b,8250
10,0,0.38,1,34,70,0.325991189427308,339.2,1,1056000,c,2053
9,0,0.45,2,11,25,0.373715124816445,345.56,1,1029600,d,4777
9,1,0.12,3,11,44,0.611600587371507,359.34,1,880000,c,6376
6,1,0.09,2,7,37,0.303230543318642,364.64,1,1012000,b,11731
8,1,0.12,3,29,38,0.464023494860495,359.34,1,915200,c,9601
10,1,0.39,2,12,48,0.457415565345074,327.54,1,836000,c,11860
7,1,0.25,3,18,98,0.518355359765046,356.16,1,836000,c,12386
8,1,0.01,2,17,45,0.523494860499261,350.86,1,844800,a,9786
8,0,0.4,2,38,165,0.379588839941259,349.8,1,1091200,d,92
8,1,0,3,48,71,0.472099853157122,345.56,1,836000,b,1961
11,0,0.58,2,7,24,0.729074889867841,327.54,1,792000,c,8892
8,0,0.68,2,16,40,0.476505139500731,327.54,1,836000,b,5141
10,0,0.47,2,6,12,0.373715124816445,341.32,1,968000,e,2846
8,1,0.01,2,5,11,0.464757709251094,359.34,1,897600,a,2456
9,1,0.28,2,16,58,0.574889867841408,341.32,1,844800,b,12408
7,0,0.27,2,5,12,0.429515418502201,360.4,1,809600,c,5871
6,1,0,2,6,11,0.347283406754769,377.36,1,1029600,c,6521
7,0,0.2,2,3,7,0.582232011747428,363.58,1,809600,c,8032
13,0,0.49,3,10,28,0.831864904552135,339.2,1,853600,c,3017
11,0,0.39,2,8,32,0.633627019089575,336.02,1,1012000,c,5431
8,0,0.21,2,10,18,0.450073421439055,348.74,1,897600,c,9814
7,1,0,2,12,30,0.472099853157122,365.7,1,959200,c,8159
13,0,0.65,8,6,15,0.831864904552135,347.68,1,976800,b,1640
7,1,0.02,2,26,37,0.301027900146846,359.34,1,1108800,d,1032
6,1,0.05,1,29,44,0.323788546255496,351.92,1,946000,c,2326
9,0,0.49,3,26,60,0.596916299559467,349.8,1,765600,c,11231
7,1,0,6,25,61,0.666666666666664,348.74,1,818400,b,10738
6,0,0.25,13,72,278,0.524229074889868,351.92,1,976800,c,7326
10,0,0.35,2,6,10,0.400146842878121,324.36,1,1038400,e,255
9,0,0.35,2,53,102,0.592511013215851,367.82,1,871200,a,1134
8,1,0.24,2,15,81,0.444199706314248,330.72,0,836000,b,323
5,0,0,2,27,52,0.184287812041103,390.08,1,1012000,d,11127
7,0,0.22,2,18,38,0.400881057268712,359.34,1,888800,c,12226
12,0,0.47,3,19,64,0.685022026431714,332.84,1,836000,b,4943
7,0,0.3,2,35,58,0.522026431718055,366.76,1,871200,c,1891
9,1,0.29,2,7,31,0.599853157121879,358.28,1,897600,b,5307
8,0,0.32,2,24,45,0.589574155653448,361.46,1,853600,c,4771
8,1,0.01,3,6,14,0.596916299559467,350.86,1,818400,c,12205
9,0,0.21,2,10,44,0.552863436123348,360.4,0,818400,b,11884
7,0,0.08,3,13,26,0.375183553597643,349.8,1,880000,b,9268
11,0,0.73,2,6,22,0.73641703377386,306.34,2,809600,b,3907
9,0,0.38,2,17,30,0.447870778267258,361.46,1,1056000,c,9019
8,0,0.38,1,41,74,0.435389133627015,352.98,1,968000,d,7006
11,0,0.69,2,7,23,0.618942731277535,322.24,1,818400,c,3913
8,0,0.31,2,8,35,0.442731277533035,341.32,1,844800,b,5867
9,1,0.49,3,41,110,0.582232011747428,367.82,1,853600,b,7703
7,1,0.05,2,7,13,0.475036710719525,361.46,1,932800,c,6394
7,1,0.02,2,17,31,0.408957415565339,355.1,1,880000,b,6732
7,1,0,2,6,12,0.172540381791482,336.02,1,1073600,c,4983
7,1,0.14,2,9,29,0.435389133627015,362.52,1,897600,c,2203
8,0,0.49,3,41,88,0.494126284875182,342.38,1,809600,b,1815
10,0,0.58,4,5,13,0.510279001468427,322.24,1,1038400,d,5961
8,1,0.2,2,34,62,0.451541850220268,359.34,1,959200,c,12165
9,1,0,2,5,12,0.401615271659319,355.1,0,800800,b,8432
9,1,0.18,2,17,69,0.450073421439055,322.24,1,1126400,c,754
8,1,0.09,2,34,45,0.444199706314248,359.34,1,871200,c,6810
8,0,0.68,8,37.5,278,0.530837004405281,331.78,1,818400,b,3932
7,1,0.03,2,27,92,0.435389133627015,352.98,1,809600,b,2797
6,1,0.01,2,6,12,0.250367107195289,377.36,1,976800,c,4647
7,0,0.21,2,10,23,0.424375917767985,357.22,1,836000,b,3215
8,0,0.68,8,37.5,76,0.538179148311301,326.48,1,968000,c,3137
8,0,0.11,3,12,44,0.538179148311301,344.5,1,800800,c,915
8,0,0.32,2,32,60,0.529368575624075,350.86,1,792000,b,2709
12,0,0.49,5,10,28,0.611600587371507,325.42,1,844800,b,11349
9,1,0.18,3,5,21,0.534508076358291,333.9,1,880000,c,2042
8,1,0.05,2,12,29,0.534508076358291,345.56,1,844800,c,11298
8,1,0,3,11,31,0.538179148311301,351.92,1,800800,c,2121
8,1,0.2,2,15,50,0.523494860499261,334.96,1,844800,b,6311
8,1,0.06,2,22,41,0.455947136563869,358.28,0,853600,b,2676
6,1,0.15,2,6,14,0.303230543318642,354.04,1,1108800,b,3690
9,0,0.38,2,41,80,0.633627019089575,336.02,0,800800,b,10023
7,1,0.07,2,8,22,0.501468428781202,366.76,1,800800,c,10989
7,1,0,3,21,41,0.256240822320112,358.28,1,924000,b,12184
9,0,0.31,6,9,19,0.397944199706309,344.5,1,1012000,b,12001
7,0,0.3,3,33,55,0.514684287812036,368.88,1,871200,c,8308
8,1,0.08,2,9,26,0.523494860499261,354.04,1,862400,b,5003
8,1,0.42,2,5,25,0.447136563876652,350.86,1,809600,b,1321
7,1,0,2,17,26,0.558737151248155,369.94,1,818400,b,10441
5,0,0.5,2,18,56,0.273861967694562,408.1,1,1073600,c,8059
12,0,0.51,4,8,22,0.567547723935388,327.54,1,959200,c,2373
8,1,0,2,19,47,0.74375917767988,372.06,1,818400,b,9034
7,1,0.08,4,8,33,0.379588839941259,360.4,1,976800,a,12176
8,0,0.51,2,17,61,0.552863436123348,336.02,1,888800,c,6238
11,0,0.56,2,6,22,0.582232011747428,343.44,1,880000,b,2520
9,0,0.24,3,29,90,0.596916299559467,349.8,1,844800,b,2762
8,0,0.7,4,6,17,0.508810572687221,356.16,1,1020800,c,7999
7,1,0.01,2,8,27,0.411894273127742,356.16,1,853600,c,2419
6,1,0.08,2,19,28,0.257709251101309,380.54,1,1003200,c,7802
9,0,0.35,2,23,39,0.508076358296614,364.64,1,985600,d,4204
8,0,0.44,3,11,67,0.446402349486045,339.2,1,932800,d,7644
8,0,0.18,2,17,24,0.302496328928043,347.68,1,1029600,c,10772
7,1,0.14,2,10,20,0.395741556534505,360.4,1,906400,c,4304
8,1,0.11,3,17,63,0.497797356828192,334.96,1,818400,b,4110
9,0,0.37,2,8,19,0.479441997063142,349.8,1,924000,d,805
12,1,0.59,3,33,73,0.74375917767988,342.38,1,836000,b,10070
6,1,0.02,2,31,53,0.354625550660789,371,1,950400,c,7556
13,1,0.66,2,6,25,0.685022026431714,328.6,1,906400,b,9625
10,0,0.47,1,6,20,0.410425844346544,338.14,1,897600,d,8848
6,1,0,2,6,12,0.347283406754769,393.26,1,1012000,c,6482
8,1,0.23,2,17,54,0.571218795888398,354.04,1,827200,b,8656
8,1,0.05,3,15,27,0.464023494860495,354.04,1,915200,c,8993
6,1,0.23,2,10,55,0.459618208516879,372.06,1,968000,c,11150
11,0,0.47,2,17,29,0.489720998531565,320.12,1,968000,d,7515
7,1,0.07,2,15,93,0.450073421439055,355.1,1,888800,b,7411
7,1,0.06,2,17,33,0.457415565345074,373.12,1,976800,c,9554
8,1,0.26,2,17,91,0.555800293685751,332.84,1,809600,c,11006
8,0,0.21,2,57,74,0.0418502202643065,345.56,0,1047200,d,7289
12,1,0.53,3,19,34,0.729074889867841,326.48,1,941600,b,11423
9,1,0.26,3,25,94,0.611600587371507,333.9,1,827200,c,7149
8,1,0.03,4,5,9,0.611600587371507,350.86,1,836000,b,4955
7,0,0.02,2,17,30,0.253303964757708,336.02,1,1117600,d,1501
8,0,0.32,2,32,84,0.494126284875182,346.62,1,836000,b,8648
8,1,0.22,3,5,30,0.626284875183555,368.88,1,1064800,c,12252
6,1,0,2,26,44,0.315712187958885,372.06,0,1020800,c,3788
7,1,0.02,2,6,12,0.425844346549191,359.34,1,915200,b,1182
9,0,0.23,3,18,127,0.611600587371507,333.9,1,748000,a,1105
9,1,0.24,3,29,52,0.640969162995595,347.68,1,871200,b,6070
11,0,0.41,3,6,19,0.703377386196771,341.32,1,985600,c,1721
10,0,0.54,2,5,14,0.538179148311301,332.84,1,880000,c,1019
7,1,0.05,2,20,35,0.506607929515417,365.7,1,880000,c,11970
7,0,0.37,2,11,30,0.574889867841408,369.94,1,950400,d,8302
13,0,0.55,2,6,16,0.633627019089575,327.54,1,950400,b,10766
9,0,0.45,2,9,22,0.347283406754769,333.9,1,1100000,d,3798
12,0,0.49,3,26,55,0.620411160058741,320.12,1,888800,c,6002
8,1,0.4,2,5,15,0.395741556534505,350.86,1,836000,b,7147
8,1,0.29,2,15,81,0.473568281938328,340.26,1,862400,c,8102
8,0,0.36,2,6,12,0.313509544787073,346.62,1,1064800,d,9367
7,1,0.05,6,11,18,0.497063142437585,368.88,0,836000,a,1942
10,0,0.49,2,5,10,0.541850220264311,337.08,1,968000,c,4187
8,0,0.2,8,28,148,0.347283406754769,349.8,0,880000,b,2815
6,1,0.66,2,27,122,0.419236417033762,351.92,1,836000,b,435
12,0,0.54,2,5,15,0.494126284875182,340.26,1,882933.33333333,b,8907
6,1,0.33,3,35,104,0.253303964757708,352.98,1,1082400,c,2242
7,1,0.21,2,15,34,0.516152716593241,364.64,1,862400,b,11910
9,0,0.48,1,5,17,0.514684287812036,339.2,1,800800,b,9897
7,1,0,2,6,13,0.22834067547723,336.02,1,924000,d,8086
8,1,0.42,2,8,54,0.479441997063142,360.4,1,888800,b,6039
11,0,0.68,3,17,64,0.714390602055801,330.72,1,880000,c,9618
12,0,0.55,3,25,71,0.74375917767988,345.56,1,959200,c,4174
7,0,0.44,2,24,67,0.488252569750367,364.64,1,862400,c,11562
8,0,0.44,2,6,9,0.247430249632886,340.26,1,1100000,e,3478
7,1,0.12,2,5,12,0.464757709251094,365.7,0,924000,c,9224
11,0,0.49,2,18,44,0.582232011747428,343.44,1,853600,d,8827
9,1,0.24,2,8,30,0.457415565345074,330.72,1,976800,a,4947
11,0,0.39,2,3,10,0.507342143906016,330.72,1,1038400,c,804
6,1,0.05,2,5,31,0.347283406754769,354.04,1,959200,a,11931
7,1,0,2,14,38,0.490455212922172,357.22,1,800800,c,452
7,0,0.15,2,17,84,0.251835535976503,345.56,1,1117600,c,7111
7,1,0.03,2,16,49,0.494126284875182,358.28,1,853600,a,5980
8,1,0.29,2,15,63,0.494126284875182,350.86,1,836000,a,10287
9,0,0.45,1,9,20,0.626284875183555,361.46,1,932800,d,2990
10,0,0.4,3,6,11,0.510279001468427,342.38,1,924000,e,3964
7,0,0.27,9,28,45,0.567547723935388,374.18,1,897600,b,845
7,0,0.36,2,22,56,0.519089574155644,367.82,1,897600,c,4249
7,1,0.3,2,31,96,0.492657856093968,354.04,0,836000,b,5893
7,1,0.04,2,6,14,0.450073421439055,368.88,1,941600,b,10328
7,1,0,2,4,9,0.461820851688691,355.1,1,853600,c,5035
8,0,0.52,2,6,19,0.406020558002936,327.54,1,906400,a,10586
9,0,0.52,2,45,135,0.545521292217329,367.82,1,818400,b,10272
8,0,0.44,2,6,10,0.522760646108654,358.28,1,888800,c,11305
7,1,0.23,2,11,100,0.444933920704839,344.5,1,836000,b,6990
9,1,0,1,8,19,0.447136563876652,355.1,1,827200,c,10943
9,1,0.15,2,4,12,0.541850220264311,351.92,1,840400,c,9470
10,0,0.73,6,6,20,0.582232011747428,337.08,1,1144000,d,3523
7,1,0.14,2,9,27,0.435389133627015,358.28,0,906400,c,8518
10,1,0.24,2,35,73,0.567547723935388,344.5,1,862400,b,12333
10,1,0.43,2,26,99,0.582232011747428,356.16,1,818400,b,1555
9,0,0.49,3,26,104,0.611600587371507,355.1,1,924000,d,9586
7,0,0.37,2,12,74,0.513215859030838,333.9,1,818400,b,9530
9,0,0.5,2,9,18,0.545521292217329,333.9,1,800800,c,281
9,1,0.3,2,9,103,0.501468428781202,345.56,1,836000,b,9243
7,1,0.01,2,13,38,0.395007342143898,365.7,1,994400,c,12202
7,1,0,2,50,59,0.552863436123348,376.3,1,950400,c,9741
6,0,0.23,2,13,37,0.406020558002936,361.46,1,915200,b,279
13,1,0.63,2,6,32,0.626284875183555,329.66,1,959200,b,8010
8,1,0.35,2,21,112,0.508810572687221,331.78,1,836000,b,8771
8,1,0.22,2,25,119,0.450073421439055,342.38,0,871200,b,10741
8,0,0.42,2,23,68,0.356093979441994,357.22,1,1020800,d,6225
11,0,0.57,2,30,68,0.569750367107184,328.6,1,862400,b,1367
10,0,0.34,2,13,62,0.596916299559467,321.18,1,809600,b,11090
7,1,0.15,2,12,29,0.486784140969162,365.7,1,924000,c,4758
8,0,0.68,8,72,289,0.530837004405281,319.06,1,818400,b,8746
7,1,0.05,2,8,27,0.411894273127742,372.06,0,897600,b,5970
8,1,0.09,2,27,53,0.450073421439055,348.74,1,862400,b,10165
10,0,0.42,2,11,37,0.596916299559467,329.66,1,853600,c,639
11,0,0.39,2,8,20,0.574889867841408,332.84,1,827200,c,10449
8,1,0.22,2,18,91,0.498531571218798,345.56,1,818400,c,8622
6,0,0.16,2,15,39,0.372246696035231,377.36,1,932800,c,7941
7,0,0.11,2,16,89,0.413362701908955,355.1,1,888800,b,1624
8,1,0.32,2,24,129,0.494126284875182,339.2,1,862400,b,128
7,1,0,2,6,12,0.259177679882523,364.64,1,1126400,d,11685
7,1,0,6,25,61,0.596916299559467,348.74,1,836000,b,7962
9,1,0.24,2,10,21,0.504405286343605,339.2,1,880000,c,11145
9,1,0.14,3,8,28,0.552863436123348,333.9,1,880000,b,2893
6,1,0.2,8,30,95,0.451541850220268,349.8,1,968000,b,11307
8,0,0.37,2,8,20,0.307635829662258,348.74,1,1038400,c,3534
6,0,0.25,2,21,42,0.480176211453741,378.42,1,871200,d,8119
10,1,0.28,2,7,23,0.596916299559467,342.38,0,827200,b,4784
13,0,0.55,3,10,41,0.732745961820859,327.54,1,897600,b,8708
7,0,0.07,2,40,89,0.379588839941259,334.96,0,818400,b,6154
8,1,0.21,2,4,7,0.450073421439055,375.24,1,915200,d,5114
8,1,0.2,2,15,34,0.442731277533035,351.92,1,1020800,c,786
9,0,0.41,3,10,17,0.339941262848749,354.04,1,1108800,d,10141
8,0,0.35,3,7,15,0.389867841409682,351.92,1,994400,d,3349
12,0,0.51,2,12,51,0.707048458149781,339.2,1,994400,b,3433
6,1,0.05,2,9,37,0.479441997063142,371,1,959200,d,9879
8,1,0.1,3,9,48,0.567547723935388,364.64,1,1064800,c,9714
9,1,0.27,2,11,21,0.502936857562407,337.08,1,800800,b,142
6,1,0.14,2,21,40,0.225403817914819,377.36,1,1003200,a,10949
11,1,0.55,3,10,49,0.618942731277535,336.02,1,915200,c,12359
7,1,0,2,21,58,0.549926578560937,391.14,1,941600,c,9520
7,1,0.21,2,15,60,0.463289280469889,350.86,1,818400,b,11062
8,1,0.26,2,42,70,0.441262848751829,345.56,1,871200,b,8699
8,1,0.14,2,17,40,0.317914831130681,329.66,0,818400,c,1402
6,1,0.08,2,19,30,0.270925110132159,381.6,1,1144000,c,3605
6,0,0,2,3,12,0.317914831130681,387.96,1,959200,c,7634
5,1,0,1,16,46,0.149045521292209,378.42,1,1100000,c,2679
6,1,0.03,2,17,88,0.256975036710718,390.08,1,1047200,c,10111
10,0,0.34,3,13,36,0.729074889867841,333.9,1,880000,b,694
7,1,0.12,2,15,26,0.428046989720995,349.8,1,809600,b,2685
7,1,0.23,4,34,102,0.404552129221722,364.64,1,968000,c,2705
7,1,0.18,2,15,60,0.494126284875182,350.86,1,906400,c,4804
9,1,0,1,27,33,0.552863436123348,354.04,1,853600,c,6917
12,0,0.63,2,6,18,0.75844346549192,345.56,0,809600,b,3783
9,0,0.48,1,26,50,0.604258443465487,359.34,1,800800,b,6392
8,0,0.29,2,27,77,0.369309838472828,339.2,1,1082400,c,8180
8,0,0.53,2,9,23,0.450073421439055,358.28,1,950400,c,3636
6,1,0.02,2,8,13,0.337738619676945,383.72,1,1012000,b,12380
8,0,0.4,5,15,37,0.573421439060194,350.86,1,836000,c,2760
7,0,0.33,2,12,42,0.434654919236408,354.04,1,827200,b,1118
10,0,0.49,3,11,24,0.350220264317172,348.74,1,1232000,c,9835
7,1,0.04,3,12,54,0.567547723935388,365.7,0,862400,a,420
8,0,0.37,3,5,19,0.538179148311301,344.5,1,959200,c,3016
7,0,0.27,2,3,45,0.523494860499261,345.56,1,809600,c,10770
8,1,0.01,2,31,35,0.301027900146846,334.96,1,844800,b,893
7,0,0.28,2,20,42,0.329662261380318,359.34,1,1056000,c,5514
10,0,0.24,2,10,28,0.488252569750367,354.04,0,906400,c,6265
9,1,0.17,2,3,11,0.484581497797358,346.62,1,800800,c,9102
8,1,0,2,6,12,0.488252569750367,363.58,0,844800,a,9168
8,1,0.12,3,12,59,0.552863436123348,359.34,1,888800,b,4117
12,0,0.44,2,19,42,0.707048458149781,328.6,1,959200,c,6449
8,1,0,2,8,12,0.412628487518349,356.16,1,880000,b,11597
9,0,0.33,2,5,16,0.509544787077828,342.38,1,924000,b,6889
7,0,0.22,2,18,24,0.376651982378848,359.34,1,932800,c,3988
7,1,0.09,4,27,94,0.604258443465487,352.98,1,836000,c,11179
5,1,0.08,1,14,21,0.244493392070475,425.06,1,1051600,c,7315
9,0,0.43,2,12,27,0.353157121879575,340.26,1,1100000,d,3808
9,1,0.17,3,25,113,0.640969162995595,350.86,1,827200,b,11504
8,0,0.34,2,11,29,0.339941262848749,345.56,1,1047200,c,6276
7,0,0.42,6,22,121,0.567547723935388,357.22,1,924000,c,11794
8,0,0.42,2,6,22,0.437591776798819,364.64,1,941600,b,5953
8,1,0.48,2,26,120,0.457415565345074,349.8,1,818400,b,10456
8,1,0.15,3,21,42,0.567547723935388,350.86,1,818400,b,9490
10,1,0.28,2,31,147,0.567547723935388,342.38,1,888800,c,4126
6,1,0,2,3,13,0.317914831130681,373.12,1,1012000,d,4398
6,0,0.25,3,23,72,0.210719530102779,359.34,1,1196800,c,8396
16,1,0.76,5,17,48,0.96035242290749,312.7,1,1144000,b,934
5,1,0.01,2,16,46,0.11233480176211,375.24,1,1193866.66666667,d,8002
8,1,0.17,2,3,15,0.450073421439055,357.22,1,959200,a,831
9,0,0.48,2,29,52,0.458883994126288,351.92,1,1056000,c,5040
8,1,0.06,2,15,57,0.472099853157122,357.22,1,871200,b,4801
8,1,0.01,3,6,10,0.611600587371507,359.34,1,888800,d,10071
9,0,0.49,2,21,59,0.452276064610859,359.34,1,1047200,c,12466
7,1,0,3,15,33,0.486784140969162,360.4,1,950400,c,5320
9,0,0.45,2,7,15,0.561674008810574,350.86,0,932800,b,12187
9,0,0.49,3,32,135,0.508810572687221,322.24,1,853600,b,4053
9,1,0.04,2,8,15,0.662995594713654,345.56,1,800800,b,4953
8,1,0.06,2,5,14,0.450073421439055,346.62,0,836000,b,11852
6,0,0.09,2,13,30,0.398678414096916,373.12,1,871200,c,7533
7,0,0,1,15,28,0.354625550660789,364.64,1,959200,c,11269
8,1,0.03,2,4,11,0.377386196769455,374.18,1,1003200,a,4716
11,0,0.43,3,14,27,0.77312775330396,333.9,1,906400,b,675
10,1,0.11,2,8,33,0.515418502202634,342.38,1,853600,b,145
8,0,0.3,2,8,24,0.441997063142428,345.56,1,844800,b,10376
10,0,0.46,2,6,12,0.526431718061672,346.62,1,968000,d,2256
9,0,0.47,5,12,67,0.662995594713654,333.9,1,888800,b,11385
7,1,0.1,1,12,27,0.494126284875182,367.82,1,800800,c,10893
9,1,0.31,2,32,69,0.450073421439055,347.68,1,976800,c,2258
8,1,0.06,3,15,113,0.497797356828192,340.26,1,844800,b,3309
8,1,0,2,12,33,0.567547723935388,359.34,0,906400,b,3357
7,1,0.08,2,28,63,0.492657856093968,375.24,1,836000,b,10849
8,0,0.39,2,6,16,0.307635829662258,348.74,1,1038400,d,4306
10,0,0.49,2,18,44,0.596916299559467,362.52,1,844800,b,5977
7,1,0.2,2,15,50,0.428046989720995,361.46,1,906400,b,2165
6,1,0.09,4,26,73,0.414831130690161,373.12,1,1073600,d,7906
8,0,0.34,3,15,74,0.538179148311301,359.34,1,836000,c,4102
8,0,0.42,2,9,26,0.538179148311301,350.86,1,800800,b,6701
8,1,0.08,3,3,20,0.536710719530095,351.92,0,800800,a,9793
6,1,0.1,2,13,38,0.219530102790012,379.48,1,976800,c,5013
10,0,0.56,2,7,29,0.529368575624075,337.08,1,1029600,b,7524
6,1,0,1,7,11,0.323788546255496,380.54,1,1003200,c,1150
9,1,0.26,2,4,28,0.608663729809104,354.04,1,968000,a,1051
7,0,0.36,2,12,29,0.450073421439055,343.44,1,844800,c,3338
10,1,0.19,3,29,77,0.685022026431714,333.9,1,809600,b,4498
9,1,0.23,3,15,78,0.670337738619674,350.86,1,827200,b,9966
8,0,0.68,2,5,17,0.439060205580025,322.24,1,827200,b,5807
9,0,0.46,1,6,21,0.334067547723935,346.62,1,1100000,d,7897
6,1,0,2,16,78,0.0535976505139431,375.24,1,1196800,d,12460
12,0,0.66,3,10,41,0.74375917767988,330.72,1,792000,c,8140
8,1,0.13,3,12,39,0.464757709251094,345.56,1,836000,c,10030
9,0,0.45,2,19,46,0.298825256975025,346.62,1,1100000,c,10958
9,0,0.34,2,12,27,0.353157121879575,354.04,1,1091200,d,6736
12,1,0.5,2,28,99,0.582232011747428,320.12,1,853600,b,417
8,1,0.25,3,19,112,0.552863436123348,331.78,1,809600,b,5863
5,1,0.01,1,16,78,0.110132158590306,397.5,1,1196800,d,1146
10,0,0.45,2,6,10,0.400146842878121,341.32,1,1038400,d,1061
13,0,0.55,3,19,53,0.729074889867841,339.2,1,880000,c,11100
8,0,0.37,2,24,58,0.596916299559467,350.86,1,950400,d,932
7,1,0.07,2,6,14,0.450073421439055,357.22,1,924000,b,2888
7,0,0.26,9,24,121,0.571953010279005,358.28,0,827200,b,10013
7,0,0.31,2,31,52,0.483847283406751,361.46,1,880000,c,6152
8,1,0.48,2,29,139,0.501468428781202,340.26,1,818400,b,11919
6,0,0.16,2,12,39,0.207782672540376,359.34,1,1135200,d,12217
11,0,0.48,2,10,21,0.633627019089575,323.3,1,818400,c,3256
8,1,0.27,2,5,35,0.450073421439055,348.74,0,818400,a,39
6,1,0.05,1,38,47,0.331864904552122,361.46,0,844800,b,11392
6,1,0.09,4,3,11,0.469162995594711,364.64,0,906400,a,1720
6,1,0.31,2,26,56,0.459618208516879,362.52,1,897600,a,6542
9,0,0.48,5,3,8,0.464023494860495,331.78,1,994400,c,3235
14,0,0.65,3,6,16,0.74375917767988,324.36,1,897600,b,9376
8,1,0.05,2,10,35,0.523494860499261,358.28,0,906400,b,8714
7,0,0.34,2,11,30,0.428046989720995,356.16,1,827200,c,4923
